Id_cliente;Genero;Adulto_mayor;Tiene_pareja;Dependientes;Permanencia;ServicioTelefonico;LineasMultiples;ServicioInternet;SeguridadLinea;CopiaSeguridad;ProteccionDispositivo;SoporteTecnico;StreamingTV;StreamingPelicula;Contrato;FacturacionSpapel;MetodoPago;CargosMensuales;CargosTotales;Abandono
2829-HYVZP;Masculino;0;No;No;29;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Un año;Si;Cheque enviado por correo;198;5722;No
8329-IBCTI;Femenina;0;No;No;1;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Mes a mes;No;Cheque enviado por correo;1965;1965;Si
1271-SJBGZ;Masculino;1;No;No;12;No;No hay servicio telefónico;DSL;No;No;Si;Si;No;Si;Mes a mes;Si;Cheque electronico;4365;52695;Si
3845-JHAMY;Femenina;0;Si;Si;16;No;No hay servicio telefónico;DSL;No;No;No;No;No;Si;Mes a mes;Si;Tarjeta de crédito (automática);355;5527;No
7013-PSXHK;Femenina;0;No;No;40;Si;Si;DSL;No;No;Si;Si;Si;Si;Un año;Si;Cheque enviado por correo;8075;320865;No
5669-SRAIP;Femenina;0;No;No;5;No;No hay servicio telefónico;DSL;No;No;Si;No;No;Si;Mes a mes;No;Cheque electronico;395;21075;Si
5981-ITEMU;Masculino;0;Si;No;40;Si;Si;Fibra optica;No;No;No;No;Si;Si;Mes a mes;Si;Transferencia bancaria (automática);971;370695;Si
3486-NPGST;Femenina;0;No;No;36;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Un año;No;Cheque enviado por correo;1955;62075;No
6941-PMGEP;Femenina;0;No;No;5;Si;No;Fibra optica;No;No;No;No;No;Si;Mes a mes;Si;Cheque electronico;80;4125;Si
1624-WOIWJ;Femenina;0;No;No;10;Si;No;Fibra optica;Si;No;No;No;Si;No;Mes a mes;Si;Cheque enviado por correo;847;83205;Si
2074-GKOWZ;Masculino;0;Si;Si;2;Si;No;Fibra optica;No;No;No;No;Si;Si;Mes a mes;Si;Transferencia bancaria (automática);8955;18555;Si
0376-YMCJC;Masculino;0;No;No;23;Si;Si;Fibra optica;No;No;No;Si;Si;No;Mes a mes;Si;Cheque electronico;906;19432;Si
6100-FJZDG;Masculino;0;Si;Si;26;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Un año;Si;Transferencia bancaria (automática);2005;5059;No
4829-ZLJTK;Femenina;1;Si;No;72;Si;Si;Fibra optica;Si;Si;Si;No;Si;Si;Dos años;Si;Cheque electronico;1124;804685;No
1730-VFMWO;Femenina;0;Si;No;34;Si;No;DSL;No;No;No;Si;No;No;Mes a mes;No;Transferencia bancaria (automática);502;18153;No
7143-BQIBA;Masculino;0;No;No;10;Si;No;DSL;Si;No;No;Si;Si;No;Mes a mes;No;Transferencia bancaria (automática);6225;61295;No
3800-LYTRK;Femenina;0;No;No;14;Si;No;DSL;Si;No;No;Si;No;No;Un año;No;Cheque enviado por correo;557;79515;No
0634-SZPQA;Femenina;0;No;No;23;Si;Si;Fibra optica;Si;No;No;No;Si;No;Mes a mes;Si;Transferencia bancaria (automática);9005;21698;Si
9646-NMHXE;Masculino;0;Si;No;47;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Dos años;No;Cheque enviado por correo;1965;9731;No
7030-NJVDP;Masculino;0;Si;No;24;Si;No;Fibra optica;Si;No;No;Si;No;Si;Mes a mes;Si;Cheque electronico;8925;22102;No
5536-RTPWK;Masculino;0;Si;No;49;Si;Si;Fibra optica;No;Si;No;No;Si;Si;Mes a mes;Si;Transferencia bancaria (automática);9905;485375;Si
8883-GRDWQ;Masculino;1;No;No;20;Si;No;DSL;Si;No;No;Si;No;No;Un año;No;Cheque enviado por correo;54;10559;No
6166-ILMNY;Femenina;0;No;No;2;Si;No;Fibra optica;No;No;No;No;No;No;Mes a mes;No;Transferencia bancaria (automática);6975;14455;Si
3097-NNSPB;Femenina;0;No;No;2;Si;No;DSL;No;Si;No;No;No;No;Mes a mes;Si;Tarjeta de crédito (automática);4905;911;Si
7771-ZONAT;Masculino;0;No;No;22;No;No hay servicio telefónico;DSL;No;No;Si;Si;Si;Si;Dos años;No;Transferencia bancaria (automática);5675;130485;No
0655-RBDUG;Masculino;0;No;No;7;Si;Si;Fibra optica;No;No;Si;No;Si;Si;Mes a mes;Si;Transferencia bancaria (automática);9805;713;Si
2111-DWYHN;Masculino;0;No;No;1;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Mes a mes;No;Cheque enviado por correo;211;211;No
4194-WHFCB;Femenina;0;Si;Si;59;Si;Si;Fibra optica;No;Si;No;Si;No;Si;Mes a mes;Si;Transferencia bancaria (automática);9665;55808;No
4121-AGSIN;Femenina;0;Si;Si;58;Si;Si;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Un año;Si;Tarjeta de crédito (automática);245;14979;No
4361-BKAXE;Femenina;0;No;No;41;Si;Si;Fibra optica;Si;Si;Si;Si;Si;Si;Mes a mes;Si;Transferencia bancaria (automática);1145;452745;Si
9845-PEEKO;Femenina;1;No;No;59;Si;Si;Fibra optica;No;Si;No;No;No;No;Dos años;Si;Tarjeta de crédito (automática);792;459035;No
0455-XFASS;Femenina;0;Si;Si;3;Si;No;Fibra optica;No;No;No;No;No;No;Mes a mes;Si;Cheque electronico;6955;2002;No
0301-KOBTQ;Masculino;0;No;No;32;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Dos años;Si;Transferencia bancaria (automática);2005;61445;No
1751-NCDLI;Masculino;1;Si;No;46;Si;Si;Fibra optica;No;No;Si;No;Si;Si;Mes a mes;Si;Cheque electronico;9885;45649;No
4367-NUYAO;Masculino;0;Si;Si;0;Si;Si;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Dos años;No;Cheque enviado por correo;2575;;No
9878-TNQGW;Masculino;0;No;No;2;Si;No;Fibra optica;No;No;No;No;No;Si;Mes a mes;Si;Cheque electronico;8095;17115;Si
9170-ARBTB;Femenina;0;Si;Si;52;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Un año;No;Tarjeta de crédito (automática);196;10124;No
4441-NIHPT;Femenina;1;No;No;13;Si;No;Fibra optica;No;No;Si;No;No;No;Mes a mes;Si;Cheque electronico;743;94035;Si
8999-BOHSE;Femenina;1;No;No;11;Si;No;Fibra optica;No;No;No;No;Si;Si;Mes a mes;No;Transferencia bancaria (automática);897;10477;Si
7241-AJHFS;Masculino;0;No;No;32;Si;Si;Fibra optica;Si;No;No;Si;No;No;Mes a mes;No;Transferencia bancaria (automática);8765;27664;No
7029-RPUAV;Masculino;1;Si;No;17;Si;Si;Fibra optica;No;No;Si;No;Si;Si;Mes a mes;Si;Tarjeta de crédito (automática);10045;162245;Si
4546-FOKWR;Femenina;0;No;No;16;Si;Si;Fibra optica;No;No;No;No;No;No;Mes a mes;Si;Tarjeta de crédito (automática);7475;112935;No
9036-CSKBW;Femenina;0;No;No;51;Si;Si;Fibra optica;Si;Si;Si;No;Si;Si;Un año;No;Transferencia bancaria (automática);10745;56809;No
5832-TRLPB;Masculino;0;No;No;29;Si;No;DSL;No;No;Si;Si;Si;Si;Un año;Si;Transferencia bancaria (automática);7535;22439;No
8590-YFFQO;Masculino;0;Si;No;70;Si;No;DSL;Si;Si;Si;Si;No;No;Dos años;No;Tarjeta de crédito (automática);6495;452325;No
8659-IOOPU;Femenina;0;Si;Si;71;Si;Si;Fibra optica;Si;No;Si;Si;No;Si;Dos años;No;Cheque electronico;10045;71597;No
1338-CECEE;Masculino;0;Si;Si;41;Si;Si;DSL;No;Si;Si;No;Si;No;Un año;No;Transferencia bancaria (automática);685;283995;No
7439-DKZTW;Masculino;0;No;No;1;Si;No;Fibra optica;No;No;No;No;Si;No;Mes a mes;Si;Cheque electronico;8055;8055;No
4646-QZXTF;Femenina;0;Si;No;7;Si;No;DSL;Si;No;Si;Si;Si;Si;Mes a mes;No;Transferencia bancaria (automática);8125;5801;No
4607-CHPCA;Masculino;0;Si;Si;25;Si;No;Fibra optica;No;No;No;No;Si;Si;Un año;Si;Cheque electronico;904;21786;Si
9742-XOKTS;Masculino;0;Si;Si;67;Si;Si;Fibra optica;Si;Si;No;Si;No;No;Un año;No;Cheque electronico;8955;603855;No
6921-OZMFH;Masculino;0;Si;Si;5;Si;Si;DSL;No;No;No;Si;No;No;Mes a mes;Si;Cheque enviado por correo;557;2594;No
9578-FOMUK;Masculino;0;No;Si;15;Si;Si;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Mes a mes;Si;Cheque electronico;248;32415;No
4712-UYOOI;Femenina;0;Si;Si;20;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Mes a mes;No;Cheque electronico;20;41765;No
8824-RWFXJ;Masculino;0;Si;Si;3;Si;No;DSL;No;Si;Si;No;No;No;Mes a mes;Si;Cheque enviado por correo;5615;16815;Si
7722-CVFXN;Masculino;0;Si;Si;54;Si;Si;Fibra optica;No;Si;No;Si;Si;Si;Un año;Si;Cheque electronico;1052;563785;No
8717-VCTXJ;Masculino;0;No;No;42;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Un año;Si;Cheque enviado por correo;1955;8394;No
7363-QTBIW;Femenina;0;Si;No;9;Si;No;Fibra optica;No;No;No;No;No;Si;Mes a mes;Si;Cheque electronico;7975;7691;No
4159-NAAIX;Femenina;0;No;No;63;Si;Si;Fibra optica;No;Si;No;No;Si;Si;Dos años;No;Transferencia bancaria (automática);9745;6253;No
0971-QIFJK;Femenina;0;Si;No;69;Si;Si;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Dos años;No;Transferencia bancaria (automática);2425;16418;No
9397-TZSHA;Femenina;0;No;No;69;Si;Si;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Dos años;No;Tarjeta de crédito (automática);246;167805;No
3391-JSQEW;Masculino;0;Si;No;40;Si;No;DSL;No;Si;No;No;No;No;Mes a mes;Si;Cheque enviado por correo;5015;20585;No
0343-QLUZP;Masculino;0;No;No;60;No;No hay servicio telefónico;DSL;Si;Si;Si;No;No;No;Dos años;No;Transferencia bancaria (automática);396;24245;No
9763-PDTKK;Femenina;0;No;No;4;Si;No;Fibra optica;Si;No;Si;Si;No;Si;Mes a mes;Si;Transferencia bancaria (automática);944;3872;Si
2176-LVPNX;Femenina;1;No;No;71;Si;Si;DSL;Si;Si;Si;Si;Si;Si;Dos años;No;Cheque enviado por correo;8985;629345;No
7627-JKIAZ;Femenina;0;Si;No;37;Si;Si;Fibra optica;No;No;Si;No;No;No;Mes a mes;Si;Tarjeta de crédito (automática);7895;283965;Si
3312-UUMZW;Masculino;0;Si;No;32;Si;Si;Fibra optica;No;Si;No;No;Si;Si;Mes a mes;Si;Tarjeta de crédito (automática);9885;31459;No
1271-UODNO;Masculino;0;No;No;39;Si;Si;DSL;No;No;No;Si;No;No;Dos años;Si;Tarjeta de crédito (automática);5385;22007;No
8461-EFQYM;Femenina;0;No;No;38;Si;Si;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Un año;Si;Cheque electronico;2425;9144;No
6900-RBKER;Masculino;0;No;No;52;Si;Si;Fibra optica;No;No;Si;No;No;Si;Dos años;Si;Tarjeta de crédito (automática);8945;457775;No
6891-JPYFF;Femenina;0;Si;Si;48;Si;Si;Fibra optica;Si;Si;No;No;Si;Si;Mes a mes;Si;Tarjeta de crédito (automática);10525;49975;No
1459-QNFQT;Masculino;0;Si;Si;70;No;No hay servicio telefónico;DSL;Si;No;Si;Si;Si;Si;Dos años;No;Transferencia bancaria (automática);595;41448;No
1047-NNCBF;Masculino;0;No;No;20;Si;No;Fibra optica;No;No;No;No;No;No;Mes a mes;No;Tarjeta de crédito (automática);7055;149355;No
3696-XRIEN;Femenina;0;No;No;50;Si;Si;DSL;Si;No;Si;Si;Si;Si;Un año;Si;Tarjeta de crédito (automática);825;41791;No
4081-DYXAV;Femenina;0;No;No;19;No;No hay servicio telefónico;DSL;No;No;No;No;Si;Si;Un año;Si;Tarjeta de crédito (automática);4485;89355;Si
0074-HDKDG;Masculino;0;Si;Si;25;Si;No;DSL;Si;Si;Si;No;No;No;Un año;Si;Transferencia bancaria (automática);616;1611;No
8791-GFXLZ;Masculino;0;No;No;12;Si;No;DSL;No;Si;No;No;No;No;Mes a mes;Si;Transferencia bancaria (automática);4905;59305;No
8111-SLLHI;Masculino;1;Si;No;39;Si;Si;Fibra optica;No;Si;Si;No;Si;Si;Mes a mes;Si;Cheque electronico;10565;42848;Si
0927-LCSMG;Masculino;0;No;No;7;Si;No;Fibra optica;No;No;Si;No;No;No;Mes a mes;No;Cheque enviado por correo;7465;54455;Si
9330-DHBFL;Femenina;0;Si;Si;23;Si;No;DSL;Si;Si;Si;Si;No;No;Un año;Si;Cheque enviado por correo;6625;15338;No
0098-BOWSO;Masculino;0;No;No;27;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Mes a mes;Si;Cheque electronico;194;5298;No
3452-ABWRL;Masculino;1;No;No;47;Si;Si;Fibra optica;No;No;No;No;Si;No;Mes a mes;Si;Tarjeta de crédito (automática);8605;38656;No
5859-HZYLF;Masculino;0;Si;Si;26;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Dos años;Si;Tarjeta de crédito (automática);1915;51575;No
8257-RZAHR;Femenina;0;Si;No;14;Si;Si;DSL;Si;No;No;No;Si;No;Mes a mes;Si;Transferencia bancaria (automática);647;941;Si
5293-WXJAK;Femenina;1;Si;No;11;Si;Si;Fibra optica;No;No;Si;Si;Si;Si;Mes a mes;Si;Transferencia bancaria (automática);10405;113365;Si
3156-QLHBO;Masculino;0;No;Si;2;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Mes a mes;No;Cheque enviado por correo;1925;4835;No
2208-NQBCT;Femenina;0;Si;Si;26;Si;No;Fibra optica;Si;Si;No;No;No;No;Mes a mes;No;Cheque electronico;8195;207005;No
1779-PWPMG;Femenina;1;Si;No;72;Si;Si;Fibra optica;Si;Si;Si;Si;Si;Si;Dos años;Si;Transferencia bancaria (automática);11465;833395;No
6621-NRZAK;Femenina;0;Si;Si;63;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Dos años;No;Tarjeta de crédito (automática);20;120925;No
0831-JNISG;Masculino;0;Si;Si;71;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Dos años;No;Cheque enviado por correo;198;139625;No
0774-IFUVM;Masculino;0;Si;Si;11;Si;Si;DSL;Si;No;No;No;Si;No;Mes a mes;Si;Transferencia bancaria (automática);6515;72335;No
3082-WQRVY;Masculino;1;Si;No;14;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Un año;No;Cheque enviado por correo;1965;22865;No
9553-DLCLU;Femenina;0;No;Si;13;Si;Si;DSL;Si;Si;Si;Si;Si;Si;Dos años;No;Tarjeta de crédito (automática);8895;116175;No
1641-BYBTK;Masculino;0;No;Si;6;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Mes a mes;Si;Cheque enviado por correo;202;9835;No
2460-NGXBJ;Masculino;1;Si;Si;11;Si;Si;Fibra optica;No;No;No;No;No;No;Mes a mes;Si;Tarjeta de crédito (automática);752;7753;No
2446-ZKVAF;Masculino;0;Si;No;18;Si;Si;DSL;No;Si;No;No;No;No;Mes a mes;No;Tarjeta de crédito (automática);568;107465;No
0841-NULXI;Masculino;0;No;No;1;No;No hay servicio telefónico;DSL;No;No;No;No;No;Si;Mes a mes;Si;Cheque electronico;3555;3555;Si
3522-CDKHF;Femenina;0;Si;No;32;Si;No;Fibra optica;Si;No;No;No;No;No;Mes a mes;Si;Transferencia bancaria (automática);755;23247;No
1430-SFQSA;Masculino;0;No;No;29;No;No hay servicio telefónico;DSL;Si;No;No;Si;No;No;Un año;No;Cheque enviado por correo;356;10726;No
0411-EZJZE;Femenina;0;No;No;3;Si;Si;DSL;No;No;No;No;Si;No;Mes a mes;Si;Cheque electronico;6025;1705;No
7851-WZEKY;Femenina;0;No;No;2;Si;Si;Fibra optica;No;No;No;No;Si;Si;Mes a mes;Si;Cheque electronico;9515;1969;Si
8844-TONUD;Masculino;0;Si;Si;13;Si;No;Fibra optica;No;No;Si;No;Si;Si;Mes a mes;Si;Cheque enviado por correo;9665;116285;Si
8807-ARQET;Femenina;0;No;No;41;No;No hay servicio telefónico;DSL;No;Si;No;No;No;Si;Mes a mes;Si;Cheque electronico;4035;167785;No
8992-CEUEN;Femenina;0;No;No;1;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Mes a mes;No;Cheque electronico;1885;1885;No
4320-QMLLA;Masculino;0;No;No;7;Si;No;DSL;No;No;No;No;Si;No;Mes a mes;No;Cheque enviado por correo;5485;3704;No
8777-PVYGU;Femenina;0;Si;No;52;Si;No;DSL;Si;No;Si;No;Si;No;Un año;Si;Cheque enviado por correo;643;34106;No
8292-ITGYJ;Femenina;0;Si;Si;45;Si;Si;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Dos años;Si;Transferencia bancaria (automática);2465;11388;No
6870-ZWMNX;Masculino;0;Si;No;70;Si;Si;DSL;No;Si;Si;Si;Si;No;Dos años;No;Tarjeta de crédito (automática);761;526425;No
0621-CXBKL;Femenina;0;No;No;53;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Dos años;No;Cheque enviado por correo;187;10057;No
5268-DSMNQ;Femenina;1;Si;No;62;Si;Si;Fibra optica;No;Si;Si;No;Si;No;Un año;Si;Tarjeta de crédito (automática);9795;593655;No
5334-JLAXU;Femenina;0;Si;No;60;Si;Si;Fibra optica;Si;Si;No;No;No;Si;Mes a mes;Si;Tarjeta de crédito (automática);941;54759;No
4086-YQSNZ;Femenina;1;Si;No;3;Si;No;Fibra optica;No;No;No;No;Si;No;Mes a mes;Si;Cheque electronico;804;22405;Si
6242-MBHPK;Femenina;1;Si;No;23;Si;No;Fibra optica;Si;No;No;No;Si;Si;Mes a mes;Si;Cheque electronico;951;232605;No
5868-CZJDR;Masculino;0;No;Si;1;No;No hay servicio telefónico;DSL;No;Si;No;No;No;No;Mes a mes;Si;Cheque enviado por correo;3135;3135;Si
9359-UGBTK;Femenina;0;No;No;67;Si;No;DSL;Si;No;Si;Si;No;Si;Un año;Si;Transferencia bancaria (automática);7235;49915;No
0135-NMXAP;Femenina;0;No;No;12;Si;Si;Fibra optica;No;Si;No;No;Si;No;Mes a mes;Si;Transferencia bancaria (automática);8975;10524;Si
4782-OSFXZ;Femenina;1;Si;No;71;Si;Si;DSL;Si;Si;Si;Si;No;Si;Dos años;Si;Transferencia bancaria (automática);827;58312;No
6479-OAUSD;Masculino;0;No;No;25;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Un año;No;Tarjeta de crédito (automática);199;5108;No
7129-ACFOG;Femenina;0;No;No;5;Si;Si;DSL;Si;No;No;No;No;No;Mes a mes;Si;Cheque electronico;538;28395;No
4189-NAKJS;Masculino;0;No;No;26;Si;Si;DSL;No;No;No;No;No;No;Un año;Si;Tarjeta de crédito (automática);5155;12954;No
5562-BETPV;Masculino;0;Si;Si;1;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Un año;No;Cheque enviado por correo;1965;1965;No
1282-IHQAC;Masculino;1;No;No;70;No;No hay servicio telefónico;DSL;No;Si;Si;No;Si;No;Un año;Si;Tarjeta de crédito (automática);4405;301165;No
9127-FHJBZ;Masculino;0;Si;Si;72;Si;Si;Fibra optica;Si;Si;Si;Si;Si;Si;Dos años;Si;Cheque electronico;114;809315;No
6270-OMFIW;Masculino;0;Si;No;60;Si;No;Fibra optica;No;Si;No;No;Si;Si;Un año;Si;Cheque electronico;944;561025;Si
1641-RQDAY;Femenina;1;Si;Si;32;Si;Si;Fibra optica;No;Si;No;No;Si;Si;Mes a mes;Si;Cheque electronico;1004;321765;No
0107-WESLM;Masculino;0;No;No;1;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Mes a mes;Si;Cheque electronico;1985;1985;Si
6994-ORCWG;Femenina;0;No;No;14;Si;Si;DSL;No;Si;No;No;No;No;Un año;Si;Cheque enviado por correo;5425;7732;No
1346-UFHAX;Femenina;0;No;No;13;Si;Si;Fibra optica;Si;No;No;No;No;No;Mes a mes;Si;Tarjeta de crédito (automática);80;102935;No
3992-YWPKO;Femenina;0;No;No;6;Si;Si;Fibra optica;No;Si;Si;Si;Si;Si;Mes a mes;Si;Tarjeta de crédito (automática);1099;66945;Si
2933-XEUJM;Femenina;0;No;No;46;Si;Si;DSL;Si;No;Si;No;Si;Si;Dos años;No;Cheque enviado por correo;792;35938;No
0125-LZQXK;Masculino;0;No;No;15;Si;No;Fibra optica;No;No;Si;Si;Si;Si;Mes a mes;Si;Cheque electronico;10135;155395;Si
5461-QKNTN;Masculino;1;Si;No;43;Si;Si;Fibra optica;No;Si;No;Si;Si;No;Mes a mes;Si;Cheque electronico;943;395315;No
4835-YSJMR;Masculino;0;No;No;39;Si;No;DSL;No;No;No;Si;No;No;Dos años;Si;Transferencia bancaria (automática);498;197115;No
8399-YNDCH;Masculino;1;No;No;21;Si;No;DSL;No;No;Si;No;Si;No;Mes a mes;Si;Transferencia bancaria (automática);6005;123615;Si
3164-YAXFY;Masculino;0;No;No;57;No;No hay servicio telefónico;DSL;Si;No;Si;No;Si;Si;Mes a mes;Si;Cheque electronico;5375;3196;No
0887-WBJVH;Femenina;0;Si;No;53;Si;No;Fibra optica;No;No;No;Si;Si;Si;Un año;Si;Cheque electronico;9345;48722;No
4660-IRIBM;Masculino;0;Si;Si;18;Si;No;Fibra optica;Si;No;Si;No;Si;No;Mes a mes;Si;Cheque enviado por correo;879;15005;No
5673-FSSMF;Femenina;0;No;No;1;Si;Si;DSL;No;No;No;No;No;Si;Mes a mes;Si;Cheque electronico;6015;6015;Si
7670-ZBPOQ;Femenina;0;Si;No;58;Si;Si;DSL;Si;No;No;Si;No;No;Un año;Si;Transferencia bancaria (automática);6105;347875;No
8089-UZWLX;Femenina;1;No;No;71;Si;Si;Fibra optica;No;No;Si;No;Si;Si;Dos años;No;Transferencia bancaria (automática);10405;741355;No
0080-OROZO;Femenina;0;No;No;35;Si;No;Fibra optica;No;No;Si;Si;Si;Si;Un año;Si;Cheque electronico;9925;3532;No
3916-NRPAP;Masculino;0;No;No;3;Si;No;Fibra optica;No;No;Si;No;No;Si;Mes a mes;No;Tarjeta de crédito (automática);857;25675;No
6807-SIWJI;Masculino;0;No;No;38;Si;Si;Fibra optica;Si;Si;No;No;Si;Si;Un año;Si;Cheque electronico;10485;388725;No
